palavra,freq_spam,freq_ham,diff_freq,total_freq
christy,1,3,-2,4
opened,5,7,-2,12
este,2,4,-2,6
communicator,2,4,-2,6
star,7,9,-2,16
notice,37,39,-2,76
inclusive,1,3,-2,4
equals,1,3,-2,4
moments,2,4,-2,6
desde,2,4,-2,6
trends,6,8,-2,14
drew,2,4,-2,6
acknowledgement,1,3,-2,4
carolina,3,5,-2,8
screening,2,4,-2,6
politics,3,5,-2,8
garden,1,3,-2,4
intriguing,1,3,-2,4
acting,1,3,-2,4
italian,2,4,-2,6
branches,1,3,-2,4
alot,2,4,-2,6
olson,1,3,-2,4
intense,2,4,-2,6
distinct,2,4,-2,6
pressures,1,3,-2,4
fellowship,1,3,-2,4
giant,1,3,-2,4
distributing,2,4,-2,6
zealand,1,3,-2,4
overwhelming,1,3,-2,4
verify,11,13,-2,24
reza,2,4,-2,6
scientist,2,4,-2,6
collection,6,8,-2,14
officers,4,6,-2,10
positively,1,3,-2,4
multipart,1,3,-2,4
continuation,2,4,-2,6
outsourcing,1,3,-2,4
reprints,1,3,-2,4
venture,10,12,-2,22
wells,3,5,-2,8
plain,6,8,-2,14
conditioned,1,3,-2,4
sudden,1,3,-2,4
pertinent,1,3,-2,4
compensate,1,3,-2,4
carpenter,1,3,-2,4
capitalization,1,3,-2,4
relief,3,5,-2,8
stacey,1,3,-2,4
rejection,1,3,-2,4
obligations,5,7,-2,12
pulse,1,3,-2,4
reaches,1,3,-2,4
explicit,1,3,-2,4
grow,8,10,-2,18
empowered,1,3,-2,4
tab,1,3,-2,4
growth,28,30,-2,58
convinced,2,4,-2,6
inst,1,3,-2,4
aren,2,4,-2,6
protects,1,3,-2,4
validity,1,3,-2,4
engaged,1,3,-2,4
widespread,1,3,-2,4
superb,1,3,-2,4
emailing,3,5,-2,8
significance,1,3,-2,4
workers,1,3,-2,4
investigated,3,5,-2,8
sand,1,3,-2,4
centers,2,5,-3,7
charging,1,4,-3,5
occasionally,1,4,-3,5
notices,2,5,-3,7
founded,1,4,-3,5
quantity,1,4,-3,5
horizon,1,4,-3,5
ops,1,4,-3,5
visa,12,15,-3,27
doubled,1,4,-3,5
frustration,1,4,-3,5
oral,2,5,-3,7
hate,3,6,-3,9
consultation,4,7,-3,11
competitor,1,4,-3,5
summit,2,5,-3,7
feeling,5,8,-3,13
restrictions,1,4,-3,5
technician,1,4,-3,5
older,2,5,-3,7
lake,7,10,-3,17
laying,1,4,-3,5
surely,2,5,-3,7
stake,3,6,-3,9
connections,2,5,-3,7
appeared,1,4,-3,5
connection,7,10,-3,17
successfully,7,10,-3,17
tone,1,4,-3,5
whichever,1,4,-3,5
dick,1,4,-3,5
realistic,3,6,-3,9
recorded,4,7,-3,11
mitsubishi,2,5,-3,7
continents,1,4,-3,5
controversial,2,5,-3,7
benchmarking,2,5,-3,7
extreme,5,8,-3,13
eager,1,4,-3,5
willis,1,4,-3,5
requisition,1,4,-3,5
property,17,20,-3,37
mapped,1,4,-3,5
cent,4,7,-3,11
generic,9,12,-3,21
court,4,7,-3,11
bodies,1,4,-3,5
kinds,2,5,-3,7
adrian,1,4,-3,5
involving,4,7,-3,11
baby,3,6,-3,9
academia,1,4,-3,5
gaming,3,6,-3,9
collections,1,4,-3,5
invites,1,4,-3,5
mother,6,9,-3,15
blown,1,4,-3,5
backed,1,4,-3,5
resolving,1,4,-3,5
satisfy,2,5,-3,7
attractive,7,10,-3,17
waiver,1,4,-3,5
recognize,2,5,-3,7
turning,4,7,-3,11
leverage,1,4,-3,5
opens,1,4,-3,5
radisson,1,4,-3,5
seat,1,4,-3,5
notre,1,4,-3,5
soma,1,4,-3,5
fields,2,5,-3,7
manuals,3,6,-3,9
unfortunate,1,4,-3,5
granted,1,4,-3,5
refers,1,4,-3,5
randy,1,4,-3,5
behaviour,1,4,-3,5
treated,1,4,-3,5
pulled,1,4,-3,5
belong,2,5,-3,7
pas,1,4,-3,5
gotten,2,5,-3,7
advised,10,13,-3,23
entre,1,4,-3,5
server,15,18,-3,33
boat,1,4,-3,5
visas,1,4,-3,5
disadvantages,2,5,-3,7
csv,1,4,-3,5
seriously,3,6,-3,9
endowed,2,5,-3,7
denied,1,4,-3,5
decides,1,4,-3,5
trials,1,4,-3,5
costly,1,4,-3,5
capable,2,5,-3,7
receiving,40,43,-3,83
warehouses,1,4,-3,5
patience,5,8,-3,13
receipts,1,4,-3,5
promotions,4,7,-3,11
tout,1,4,-3,5
reside,1,4,-3,5
causes,1,4,-3,5
penalty,1,4,-3,5
bryant,1,4,-3,5
lists,11,14,-3,25
definite,1,4,-3,5
handful,1,4,-3,5
wrapped,1,4,-3,5
relation,2,5,-3,7
demands,3,6,-3,9
sections,3,6,-3,9
payoff,2,5,-3,7
belief,1,4,-3,5
answering,1,4,-3,5
compiled,2,5,-3,7
score,1,4,-3,5
operate,7,10,-3,17
repair,5,8,-3,13
liked,1,4,-3,5
accepting,3,6,-3,9
merely,1,4,-3,5
sylvia,1,4,-3,5
row,1,4,-3,5
treat,5,8,-3,13
influence,3,6,-3,9
suppose,2,5,-3,7
trail,2,5,-3,7
developer,2,5,-3,7
upper,1,4,-3,5
collect,4,7,-3,11
bother,3,6,-3,9
automatically,16,19,-3,35
command,2,5,-3,7
illinois,3,6,-3,9
servers,3,6,-3,9
occurring,1,4,-3,5
alignment,1,4,-3,5
elimination,3,6,-3,9
tables,1,4,-3,5
sponsorship,1,4,-3,5
roy,1,4,-3,5
ended,2,5,-3,7
tough,1,4,-3,5
maturity,3,6,-3,9
classroom,1,4,-3,5
airlines,1,4,-3,5
advisor,19,22,-3,41
lynch,3,6,-3,9
matching,1,4,-3,5
visits,3,6,-3,9
household,1,4,-3,5
rule,3,6,-3,9
union,4,7,-3,11
ibm,3,6,-3,9
drilling,3,6,-3,9
quotes,6,9,-3,15
seeking,12,15,-3,27
simpler,1,4,-3,5
provided,51,54,-3,105
imports,1,4,-3,5
ten,12,15,-3,27
essential,9,12,-3,21
ins,1,4,-3,5
commission,18,21,-3,39
flowing,1,4,-3,5
nearly,5,8,-3,13
player,7,10,-3,17
vehicles,2,5,-3,7
easier,19,22,-3,41
filling,3,6,-3,9
approved,36,39,-3,75
mistake,6,9,-3,15
softs,2,5,-3,7
municipal,1,4,-3,5
ours,2,5,-3,7
audiences,1,4,-3,5
provisions,3,6,-3,9
proceedings,1,4,-3,5
urgency,3,6,-3,9
unprecedented,2,5,-3,7
endeavor,3,6,-3,9
targeting,2,5,-3,7
attack,1,4,-3,5
constant,7,10,-3,17
offer,132,135,-3,267
rarely,2,5,-3,7
customers,52,55,-3,107
waiting,13,16,-3,29
viable,2,5,-3,7
specialists,3,6,-3,9
varied,2,5,-3,7
clark,2,5,-3,7
trend,2,5,-3,7
anymore,3,6,-3,9
deserves,1,4,-3,5
exercising,1,4,-3,5
evidence,2,5,-3,7
filed,3,6,-3,9
threats,1,4,-3,5
afraid,10,13,-3,23
mountain,3,6,-3,9
grace,2,5,-3,7
handling,7,10,-3,17
northern,3,6,-3,9
supplement,2,5,-3,7
contractor,2,5,-3,7
alert,10,13,-3,23
pursuant,3,6,-3,9
maintained,1,4,-3,5
aimed,2,5,-3,7
attract,7,10,-3,17
formulas,1,4,-3,5
goods,3,6,-3,9
intent,6,9,-3,15
calculator,2,5,-3,7
ensuring,3,6,-3,9
reliance,9,12,-3,21
trash,1,4,-3,5
telecommunications,1,4,-3,5
totals,1,4,-3,5
wendy,1,4,-3,5
acknowledged,1,4,-3,5
pieces,2,5,-3,7
ortiz,1,4,-3,5
suzanne,1,4,-3,5
cities,1,4,-3,5
hanging,1,4,-3,5
arm,2,5,-3,7
remarks,1,4,-3,5
unauthorised,1,4,-3,5
depreciation,1,4,-3,5
inception,1,4,-3,5
stands,3,6,-3,9
conferencing,1,4,-3,5
citibank,1,4,-3,5
worlds,1,4,-3,5
spending,8,11,-3,19
thereof,4,7,-3,11
curriculum,1,4,-3,5
curry,1,4,-3,5
attire,1,4,-3,5
advertise,10,13,-3,23
advantage,29,32,-3,61
begun,2,5,-3,7
contracting,1,4,-3,5
hitch,3,6,-3,9
fue,1,4,-3,5
root,1,4,-3,5
perez,1,4,-3,5
choosing,2,5,-3,7
cap,12,15,-3,27
invaluable,2,5,-3,7
permitting,1,4,-3,5
shooting,4,7,-3,11
council,1,5,-4,6
ford,3,7,-4,10
entering,3,7,-4,10
merger,1,5,-4,6
sid,1,5,-4,6
ecommerce,1,5,-4,6
mailed,4,8,-4,12
drivers,2,6,-4,8
whenever,1,5,-4,6
churrasco,1,5,-4,6
forces,2,6,-4,8
exceeds,1,5,-4,6
buzz,2,6,-4,8
fun,9,13,-4,22
brilliant,1,5,-4,6
peers,1,5,-4,6
amounts,6,10,-4,16
solved,1,5,-4,6
closure,2,6,-4,8
carefully,6,10,-4,16
ann,1,5,-4,6
exams,1,5,-4,6
phones,5,9,-4,14
subjects,2,6,-4,8
plane,2,6,-4,8
coach,2,6,-4,8
dropped,3,7,-4,10
cab,1,5,-4,6
javier,1,5,-4,6
refund,1,5,-4,6
signals,2,6,-4,8
income,22,26,-4,48
plenty,3,7,-4,10
battle,1,5,-4,6
standing,1,5,-4,6
trustee,1,5,-4,6
lots,6,10,-4,16
hopes,1,5,-4,6
charts,3,7,-4,10
privately,1,5,-4,6
unavailable,3,7,-4,10
aol,6,10,-4,16
positive,33,37,-4,70
extraordinary,1,5,-4,6
pcs,1,5,-4,6
golf,1,5,-4,6
terminate,3,7,-4,10
spirit,1,5,-4,6
calgary,1,5,-4,6
finds,6,10,-4,16
promote,7,11,-4,18
tried,19,23,-4,42
manufacturing,4,8,-4,12
assumes,4,8,-4,12
substantial,5,9,-4,14
externally,1,5,-4,6
compaq,2,6,-4,8
mam,1,5,-4,6
scalable,1,5,-4,6
newspaper,1,5,-4,6
modem,1,5,-4,6
quit,4,8,-4,12
archive,1,5,-4,6
occasions,1,5,-4,6
anywhere,11,15,-4,26
resulted,1,5,-4,6
unhappy,1,5,-4,6
pushed,1,5,-4,6
belongs,1,5,-4,6
avoided,1,5,-4,6
printers,1,5,-4,6
digital,8,12,-4,20
accord,3,7,-4,10
ely,1,5,-4,6
affected,2,6,-4,8
forbes,1,5,-4,6
analyze,4,8,-4,12
fiscal,2,6,-4,8
mitchell,2,6,-4,8
efficiently,2,6,-4,8
suit,1,5,-4,6
examining,1,5,-4,6
instrument,1,5,-4,6
buyers,7,11,-4,18
ames,1,5,-4,6
rising,2,6,-4,8
judgement,1,5,-4,6
kansas,3,7,-4,10
surf,1,5,-4,6
negotiating,2,6,-4,8
newsletters,6,10,-4,16
village,1,5,-4,6
genuinely,2,6,-4,8
selecting,2,6,-4,8
stanley,1,5,-4,6
elections,1,5,-4,6
pays,1,5,-4,6
satisfactory,1,5,-4,6
stock,29,33,-4,62
burns,1,5,-4,6
dark,2,6,-4,8
lend,2,6,-4,8
highlighted,3,7,-4,10
collaborate,1,5,-4,6
merits,1,5,-4,6
certified,1,5,-4,6
candice,1,5,-4,6
cutting,6,10,-4,16
nine,6,10,-4,16
accomplished,1,5,-4,6
mapping,1,5,-4,6
devices,2,6,-4,8
discounted,1,5,-4,6
corporations,5,9,-4,14
treasurer,1,5,-4,6
wilson,1,5,-4,6
deferred,1,5,-4,6
total,55,59,-4,114
fusion,1,5,-4,6
graduated,1,5,-4,6
rise,3,7,-4,10
consequently,7,11,-4,18
carl,2,6,-4,8
grants,1,5,-4,6
hyperlinks,1,5,-4,6
decreased,1,5,-4,6
consistently,4,8,-4,12
petrochemical,1,5,-4,6
grown,2,6,-4,8
rapid,3,7,-4,10
target,13,17,-4,30
drawing,2,6,-4,8
streams,1,5,-4,6
assisting,2,6,-4,8
totally,6,10,-4,16
intervention,1,5,-4,6
valid,9,13,-4,22
unexpected,1,5,-4,6
fifth,1,5,-4,6
hand,36,40,-4,76
renew,1,5,-4,6
pledge,1,5,-4,6
sera,1,5,-4,6
aggressive,5,9,-4,14
adam,1,5,-4,6
predict,5,9,-4,14
confidence,7,11,-4,18
obvious,4,8,-4,12
paradigm,2,6,-4,8
hotline,1,5,-4,6
engineers,1,5,-4,6
bay,2,6,-4,8
drink,1,5,-4,6
discusses,1,5,-4,6
combining,1,5,-4,6
continuous,3,7,-4,10
myers,1,5,-4,6
spaces,1,5,-4,6
amended,1,5,-4,6
rejected,2,6,-4,8
iron,1,5,-4,6
earnings,7,11,-4,18
affecting,1,5,-4,6
consists,5,9,-4,14
counsel,2,6,-4,8
settled,1,5,-4,6
merci,1,5,-4,6
advances,1,5,-4,6
lessons,2,6,-4,8
lie,1,5,-4,6
roche,1,5,-4,6
sensible,2,6,-4,8
incomplete,2,6,-4,8
terrible,2,6,-4,8
proxy,2,6,-4,8
leg,1,5,-4,6
bulletin,5,9,-4,14
arrived,4,8,-4,12
beach,2,6,-4,8
complaints,1,5,-4,6
bar,4,8,-4,12
consortium,2,6,-4,8
compensation,18,22,-4,40
nervous,1,5,-4,6
saver,1,5,-4,6
involve,13,17,-4,30
wood,2,6,-4,8
wanna,1,5,-4,6
query,2,6,-4,8
disable,1,5,-4,6
incorporates,1,5,-4,6
pleasant,2,6,-4,8
loaded,2,6,-4,8
encouraging,2,6,-4,8
prevent,6,10,-4,16
asia,6,10,-4,16
answered,4,8,-4,12
exploration,2,6,-4,8
extended,13,17,-4,30
oxford,1,5,-4,6
occurs,1,5,-4,6
abu,1,5,-4,6
ownership,5,9,-4,14
chapman,1,5,-4,6
choose,26,30,-4,56
eligibility,1,5,-4,6
poor,7,11,-4,18
eat,2,6,-4,8
addresses,30,34,-4,64
minister,3,7,-4,10
random,2,6,-4,8
deborah,1,5,-4,6
await,1,5,-4,6
profitability,1,6,-5,7
failing,1,6,-5,7
announces,6,11,-5,17
sciences,2,7,-5,9
secondly,3,8,-5,11
five,26,31,-5,57
appointed,1,6,-5,7
fire,1,6,-5,7
argument,1,6,-5,7
larger,7,12,-5,19
happened,3,8,-5,11
devoted,2,7,-5,9
silver,3,8,-5,11
door,6,11,-5,17
lane,1,6,-5,7
immigration,1,6,-5,7
possess,2,7,-5,9
began,3,8,-5,11
culture,2,7,-5,9
germany,1,6,-5,7
sellers,3,8,-5,11
promising,2,7,-5,9
blvd,1,6,-5,7
edge,11,16,-5,27
coral,1,6,-5,7
participated,1,6,-5,7
tickets,2,7,-5,9
consultants,2,7,-5,9
rose,2,7,-5,9
databases,4,9,-5,13
payments,9,14,-5,23
promptly,1,6,-5,7
protocol,2,7,-5,9
underwriting,1,6,-5,7
paperwork,4,9,-5,13
admin,1,6,-5,7
themselves,5,10,-5,15
acquisitions,1,6,-5,7
food,5,10,-5,15
dell,1,6,-5,7
proper,6,11,-5,17
fund,20,25,-5,45
technological,2,7,-5,9
mixed,1,6,-5,7
airline,2,7,-5,9
miscellaneous,2,7,-5,9
ladies,2,7,-5,9
relocation,1,6,-5,7
negotiated,1,6,-5,7
driver,1,6,-5,7
brainstorm,1,6,-5,7
attempted,1,6,-5,7
parent,2,7,-5,9
catching,1,6,-5,7
independently,4,9,-5,13
liability,7,12,-5,19
rankings,1,6,-5,7
operators,1,6,-5,7
announced,14,19,-5,33
rental,3,8,-5,11
stable,3,8,-5,11
ignore,3,8,-5,11
booking,2,7,-5,9
cocktail,1,6,-5,7
letters,2,7,-5,9
replaced,1,6,-5,7
complement,1,6,-5,7
alumni,1,6,-5,7
initiate,1,6,-5,7
enhanced,3,8,-5,11
publicly,5,10,-5,15
dos,1,6,-5,7
performing,2,7,-5,9
categories,3,8,-5,11
globe,1,6,-5,7
caused,1,6,-5,7
expansion,4,9,-5,13
surprised,4,9,-5,13
fed,1,6,-5,7
cyprus,1,6,-5,7
magnitude,2,7,-5,9
award,6,11,-5,17
feed,2,7,-5,9
douglas,1,6,-5,7
sample,8,13,-5,21
communicate,5,10,-5,15
hereby,1,6,-5,7
concentrate,1,6,-5,7
reviews,7,12,-5,19
subsidiary,9,14,-5,23
traded,7,12,-5,19
formerly,1,6,-5,7
matrix,4,9,-5,13
awards,2,7,-5,9
reward,4,9,-5,13
los,5,10,-5,15
warmest,1,6,-5,7
chase,3,8,-5,11
known,15,20,-5,35
priced,3,8,-5,11
accessible,2,7,-5,9
forming,1,6,-5,7
forget,5,10,-5,15
coordinates,1,6,-5,7
arises,1,6,-5,7
nuclear,1,6,-5,7
agencies,5,10,-5,15
innovations,1,6,-5,7
biographical,1,6,-5,7
nancy,1,6,-5,7
conversion,2,7,-5,9
icon,2,7,-5,9
replaces,1,6,-5,7
attracting,2,7,-5,9
individually,1,6,-5,7
locust,1,6,-5,7
shipment,1,6,-5,7
scientific,3,8,-5,11
nominate,1,6,-5,7
outright,1,6,-5,7
motivated,6,11,-5,17
collar,1,6,-5,7
everyday,2,7,-5,9
margin,1,6,-5,7
properly,4,9,-5,13
adds,2,7,-5,9
approvals,1,6,-5,7
taxes,2,7,-5,9
chosen,4,9,-5,13
frequency,3,8,-5,11
commit,3,8,-5,11
resulting,7,12,-5,19
linda,1,6,-5,7
termination,3,8,-5,11
fiber,2,7,-5,9
scheme,2,7,-5,9
binding,2,7,-5,9
faxes,3,8,-5,11
century,2,7,-5,9
foundation,4,9,-5,13
gulf,1,6,-5,7
tier,1,6,-5,7
encountered,3,8,-5,11
locate,6,11,-5,17
agriculture,2,7,-5,9
upset,2,7,-5,9
vous,1,6,-5,7
seating,1,6,-5,7
headed,2,7,-5,9
brenda,1,6,-5,7
tests,3,8,-5,11
becoming,6,11,-5,17
applies,3,8,-5,11
keys,1,6,-5,7
proud,4,9,-5,13
listen,4,9,-5,13
vote,2,7,-5,9
despite,1,6,-5,7
boxes,1,6,-5,7
conducting,1,6,-5,7
survive,1,6,-5,7
provision,1,6,-5,7
avg,1,6,-5,7
exist,2,7,-5,9
machines,5,10,-5,15
parties,15,20,-5,35
southwest,1,6,-5,7
bear,1,7,-6,8
hilton,1,7,-6,8
solid,2,8,-6,10
typical,2,8,-6,10
keeping,11,17,-6,28
importance,16,22,-6,38
licence,1,7,-6,8
road,8,14,-6,22
coast,3,9,-6,12
provider,5,11,-6,16
voting,1,7,-6,8
labor,1,7,-6,8
driving,4,10,-6,14
inquiries,2,8,-6,10
generous,2,8,-6,10
dealing,3,9,-6,12
jobs,3,9,-6,12
fred,1,7,-6,8
learn,44,50,-6,94
couldn,4,10,-6,14
experimental,1,7,-6,8
sick,1,7,-6,8
judy,1,7,-6,8
pressing,1,7,-6,8
tie,1,7,-6,8
confused,1,7,-6,8
resolve,3,9,-6,12
turns,3,9,-6,12
closes,2,8,-6,10
turn,15,21,-6,36
visited,9,15,-6,24
lou,1,7,-6,8
petroleum,2,8,-6,10
wife,13,19,-6,32
selection,1,7,-6,8
crucial,1,7,-6,8
ice,1,7,-6,8
dorothy,1,7,-6,8
duties,1,7,-6,8
sloan,1,7,-6,8
printing,2,8,-6,10
holdings,1,7,-6,8
importantly,1,7,-6,8
living,11,17,-6,28
organisation,1,7,-6,8
inability,1,7,-6,8
bullet,1,7,-6,8
vendor,4,10,-6,14
advisors,1,7,-6,8
collaboration,13,19,-6,32
optimize,1,7,-6,8
comprehensive,5,11,-6,16
reality,7,13,-6,20
login,8,14,-6,22
sue,1,7,-6,8
advice,19,25,-6,44
wall,5,11,-6,16
confident,6,12,-6,18
fuels,1,7,-6,8
consult,3,9,-6,12
contained,20,26,-6,46
gets,13,19,-6,32
gross,1,7,-6,8
ends,2,8,-6,10
presents,1,7,-6,8
requiring,1,7,-6,8
introductory,1,7,-6,8
recognition,1,7,-6,8
authorized,6,12,-6,18
history,15,21,-6,36
law,13,19,-6,32
declined,2,8,-6,10
sharing,7,13,-6,20
undergraduate,1,7,-6,8
percent,9,15,-6,24
interpretation,1,7,-6,8
esmtp,1,7,-6,8
christopher,1,7,-6,8
trips,2,8,-6,10
modern,2,8,-6,10
institutional,4,10,-6,14
produces,2,8,-6,10
jointly,1,7,-6,8
strip,1,7,-6,8
registering,2,8,-6,10
owned,11,17,-6,28
sound,2,8,-6,10
faced,2,8,-6,10
mobile,10,16,-6,26
dress,1,7,-6,8
minute,10,16,-6,26
improving,4,10,-6,14
denver,1,7,-6,8
dedicated,9,15,-6,24
authorization,2,8,-6,10
applicants,1,7,-6,8
blue,1,7,-6,8
enhance,6,12,-6,18
thru,3,9,-6,12
transparency,3,9,-6,12
maria,1,7,-6,8
nevertheless,1,7,-6,8
cornell,1,7,-6,8
united,28,34,-6,62
departments,3,9,-6,12
excellence,1,7,-6,8
water,8,14,-6,22
occurred,1,7,-6,8
master,5,11,-6,16
intention,3,9,-6,12
birthday,1,7,-6,8
neural,1,7,-6,8
sees,2,8,-6,10
hansen,1,7,-6,8
manner,7,13,-6,20
experienced,7,13,-6,20
presidents,1,7,-6,8
border,1,7,-6,8
junior,1,7,-6,8
apologies,5,11,-6,16
excess,5,11,-6,16
closing,5,11,-6,16
rely,3,9,-6,12
crystal,1,7,-6,8
relates,1,7,-6,8
affect,5,11,-6,16
holding,7,13,-6,20
organize,2,8,-6,10
broken,2,8,-6,10
placing,3,9,-6,12
pull,1,7,-6,8
forced,1,7,-6,8
placement,2,8,-6,10
execute,4,10,-6,14
estimating,1,7,-6,8
fixes,1,7,-6,8
increase,38,44,-6,82
button,9,15,-6,24
producing,1,7,-6,8
producers,4,10,-6,14
apart,1,7,-6,8
vehicle,3,9,-6,12
margins,2,8,-6,10
limiting,1,7,-6,8
diverse,1,7,-6,8
occur,11,17,-6,28
admitted,1,7,-6,8
loss,17,23,-6,40
judge,3,9,-6,12
behavior,2,8,-6,10
dual,1,7,-6,8
golden,2,8,-6,10
tasks,4,10,-6,14
lynn,2,8,-6,10
invitations,1,7,-6,8
regret,4,10,-6,14
parents,2,8,-6,10
awaiting,1,7,-6,8
virtual,4,10,-6,14
chart,3,9,-6,12
brooks,1,8,-7,9
furthermore,4,11,-7,15
findings,2,9,-7,11
generated,9,16,-7,25
listing,3,10,-7,13
delivering,2,9,-7,11
river,1,8,-7,9
acquired,3,10,-7,13
forth,2,9,-7,11
emails,14,21,-7,35
fedex,1,8,-7,9
train,5,12,-7,17
disclose,3,10,-7,13
dissemination,4,11,-7,15
priority,18,25,-7,43
amount,40,47,-7,87
disposition,2,9,-7,11
ranking,1,8,-7,9
movement,2,9,-7,11
miles,1,8,-7,9
force,4,11,-7,15
inventory,1,8,-7,9
realized,2,9,-7,11
promoted,4,11,-7,15
periods,1,8,-7,9
patterns,1,8,-7,9
england,3,10,-7,13
color,1,8,-7,9
lisa,1,8,-7,9
established,11,18,-7,29
serves,1,8,-7,9
employed,4,11,-7,15
fallon,1,8,-7,9
connect,1,8,-7,9
logging,1,8,-7,9
explanation,1,8,-7,9
intelligent,1,8,-7,9
negotiate,3,10,-7,13
duration,1,8,-7,9
seeks,1,8,-7,9
consumption,5,12,-7,17
ontario,3,10,-7,13
jerry,1,8,-7,9
raise,8,15,-7,23
finalized,1,8,-7,9
mails,6,13,-7,19
kay,1,8,-7,9
creates,1,8,-7,9
trees,1,8,-7,9
noticed,6,13,-7,19
ste,5,12,-7,17
receive,92,99,-7,191
terry,1,8,-7,9
agency,6,13,-7,19
diego,1,8,-7,9
forgotten,1,8,-7,9
integrate,2,9,-7,11
card,18,25,-7,43
language,6,13,-7,19
shape,4,11,-7,15
signs,2,9,-7,11
sep,1,8,-7,9
stories,3,10,-7,13
often,7,14,-7,21
coupled,1,8,-7,9
calls,7,14,-7,21
car,14,21,-7,35
front,27,34,-7,61
obtained,8,15,-7,23
credits,1,8,-7,9
download,26,33,-7,59
played,3,10,-7,13
colorado,4,11,-7,15
licensing,2,9,-7,11
noticeable,1,8,-7,9
maintains,1,8,-7,9
respect,16,23,-7,39
agrees,1,8,-7,9
confusing,1,8,-7,9
extensions,4,11,-7,15
yours,23,30,-7,53
browser,5,12,-7,17
seasons,1,8,-7,9
approaching,2,9,-7,11
submission,1,8,-7,9
codes,2,9,-7,11
catalog,3,10,-7,13
broader,1,8,-7,9
albert,1,8,-7,9
arrives,1,8,-7,9
temporary,4,11,-7,15
officially,1,8,-7,9
personally,9,16,-7,25
fas,1,8,-7,9
hosting,3,10,-7,13
responses,4,11,-7,15
balance,7,14,-7,21
unix,2,9,-7,11
exclusively,3,10,-7,13
liquids,2,9,-7,11
helped,3,10,-7,13
completing,2,9,-7,11
arrangement,4,11,-7,15
percentage,2,9,-7,11
canadian,1,8,-7,9
outlined,1,8,-7,9
inter,1,8,-7,9
ranked,2,9,-7,11
goal,10,17,-7,27
applicable,2,9,-7,11
answers,6,14,-8,20
son,6,14,-8,20
knows,9,17,-8,26
bad,12,20,-8,32
integrated,5,13,-8,18
permission,4,12,-8,16
hamilton,2,10,-8,12
isn,4,12,-8,16
ltd,7,15,-8,22
supposed,4,12,-8,16
dated,1,9,-8,10
desire,9,17,-8,26
professors,1,9,-8,10
francisco,3,11,-8,14
solely,4,12,-8,16
functional,1,9,-8,10
hands,8,16,-8,24
twice,4,12,-8,16
valuations,1,9,-8,10
transfer,37,45,-8,82
embedded,1,9,-8,10
diane,1,9,-8,10
mexico,4,12,-8,16
knew,5,13,-8,18
funded,1,9,-8,10
observed,1,9,-8,10
duty,2,10,-8,12
complicated,1,9,-8,10
effectiveness,1,9,-8,10
became,7,15,-8,22
account,55,63,-8,118
semester,1,9,-8,10
honored,4,12,-8,16
compound,1,9,-8,10
smaller,2,10,-8,12
footer,3,11,-8,14
prove,5,13,-8,18
spent,20,28,-8,48
wait,35,43,-8,78
delhi,1,9,-8,10
lawrence,1,9,-8,10
anderson,4,12,-8,16
carrying,1,9,-8,10
stress,3,11,-8,14
respective,7,15,-8,22
white,8,16,-8,24
fix,2,10,-8,12
inquiry,3,11,-8,14
hey,5,13,-8,18
regularly,4,12,-8,16
referral,1,9,-8,10
partial,2,10,-8,12
journals,1,9,-8,10
recruit,1,9,-8,10
inflation,1,9,-8,10
paced,1,9,-8,10
segment,3,11,-8,14
examples,13,21,-8,34
bonus,17,25,-8,42
active,6,14,-8,20
easily,15,23,-8,38
tracking,4,12,-8,16
conclusion,5,13,-8,18
adopted,2,10,-8,12
holds,3,11,-8,14
incorporating,1,9,-8,10
essentially,2,10,-8,12
considerations,2,10,-8,12
strongly,8,16,-8,24
accounts,15,23,-8,38
eligible,2,10,-8,12
steel,2,10,-8,12
picked,2,10,-8,12
rob,7,15,-8,22
replace,2,10,-8,12
live,18,26,-8,44
wayne,2,10,-8,12
thompson,1,9,-8,10
researching,1,9,-8,10
jonathan,2,10,-8,12
supplies,10,18,-8,28
drinks,1,9,-8,10
acquisition,8,16,-8,24
clarification,2,10,-8,12
teach,6,14,-8,20
thinks,5,13,-8,18
beneficial,2,10,-8,12
tax,17,25,-8,42
par,1,9,-8,10
decline,1,9,-8,10
informative,5,13,-8,18
intellectual,2,10,-8,12
bond,2,10,-8,12
auctions,1,9,-8,10
anthony,2,10,-8,12
reader,2,10,-8,12
approached,2,10,-8,12
wrap,1,9,-8,10
corner,3,11,-8,14
raising,2,10,-8,12
negative,6,14,-8,20
himself,3,11,-8,14
stations,3,11,-8,14
reverse,2,10,-8,12
smoothly,1,9,-8,10
usage,2,10,-8,12
roles,1,9,-8,10
columbia,2,10,-8,12
maximum,8,16,-8,24
japanese,1,9,-8,10
announcements,3,11,-8,14
aspect,1,9,-8,10
thereafter,3,11,-8,14
seemed,4,12,-8,16
lease,4,12,-8,16
domain,6,14,-8,20
prototype,1,9,-8,10
meanwhile,2,10,-8,12
france,1,9,-8,10
kelly,3,11,-8,14
rating,4,12,-8,16
blank,6,14,-8,20
task,10,18,-8,28
reduced,2,11,-9,13
top,46,55,-9,101
gene,1,10,-9,11
necessarily,2,11,-9,13
actively,3,12,-9,15
social,3,12,-9,15
self,14,23,-9,37
warning,5,14,-9,19
entry,4,13,-9,17
nyc,1,10,-9,11
editing,1,10,-9,11
